order_id,customer_id,order_date,amount,status,payment_mode,source_system,db_sync_ts
18341,46261,2026-02-12 04:00:00,48.5,completed,upi,web,2026-02-16
2751,34286,2025-07-01 06:00:00,61.03,completed,bank_transfer,partner_portal,2026-02-16
97738,17440,2025-05-12 20:00:00,209.89,unknown,upi,crm,2026-02-16
76115,29570,2025-11-30 05:00:00,216.3,completed,upi,partner_portal,2026-02-16
43102,9417,2025-02-25 20:00:00,103.42,completed,card,partner_portal,2026-02-16
80973,8087,2025-06-22 02:00:00,46.56,pending,bank_transfer,crm,2026-02-16
26358,31591,2025-11-26 02:00:00,164.63,cancelled,upi,web,2026-02-16
954,36825,2025-03-11 01:00:00,105.49,cancelled,upi,web,2026-02-16
61753,24519,2025-04-02 22:00:00,54.59,pending,card,crm,2026-02-16
74847,23326,2025-05-30 17:00:00,223.76,completed,card,partner_portal,2026-02-16
111223,26353,2025-12-05 06:00:00,119.18,pending,upi,partner_portal,2026-02-16
79411,22122,2025-12-23 07:00:00,93.9,unknown,card,web,2026-02-16
104933,24012,2025-10-29 17:00:00,,completed,card,web,2026-02-16
59853,48848,2025-06-15 10:00:00,135.97,completed,upi,crm,2026-02-16
54776,41801,2025-07-28 00:00:00,94.47,completed,card,crm,2026-02-16
119216,31781,2025-09-28 01:00:00,116.44,completed,card,web,2026-02-16
105122,8221,2025-02-19 17:00:00,276.67,completed,bank_transfer,partner_portal,2026-02-16
29876,9175,2025-01-19 14:00:00,35.78,completed,bank_transfer,web,2026-02-16
41327,32853,2025-04-11 05:00:00,247.51,completed,card,web,2026-02-16
85665,10650,2025-11-04 21:00:00,23.74,completed,card,web,2026-02-16
60594,3755,2025-01-08 17:00:00,159.08,completed,card,crm,2026-02-16
18852,37792,2026-01-31 22:00:00,219.92,completed,wallet,web,2026-02-16
31696,7615,2025-04-28 19:00:00,219.62,completed,card,crm,2026-02-16
21701,45714,2025-05-14 09:00:00,43.52,completed,wallet,crm,2026-02-16
49278,47605,2025-01-20 23:00:00,153.98,completed,wallet,web,2026-02-16
84871,16503,2025-06-30 04:00:00,125.27,completed,card,web,2026-02-16
67832,45649,2025-10-31 22:00:00,169.34,completed,upi,web,2026-02-16
116575,13977,2025-09-14 01:00:00,129.01,completed,bank_transfer,partner_portal,2026-02-16
57575,32292,2025-04-10 06:00:00,67.24,completed,card,web,2026-02-16
79604,12780,2025-07-19 17:00:00,119.41,completed,upi,web,2026-02-16
93282,5866,2025-06-27 10:00:00,168.48,completed,bank_transfer,web,2026-02-16
96670,4947,2025-04-11 01:00:00,94.2,pending,upi,web,2026-02-16
78972,26933,2025-07-11 03:00:00,,pending,upi,partner_portal,2026-02-16
14373,15663,2025-02-15 16:00:00,112.45,completed,upi,crm,2026-02-16
20843,45154,2025-11-19 04:00:00,254.34,pending,card,web,2026-02-16
70887,48104,2025-04-09 02:00:00,72.73,completed,card,web,2026-02-16
75382,43113,2025-08-02 17:00:00,103.83,completed,upi,partner_portal,2026-02-16
51238,18878,2025-05-09 18:00:00,146.11,completed,bank_transfer,web,2026-02-16
103555,32613,2025-11-02 16:00:00,127.21,completed,card,web,2026-02-16
69412,45758,2025-06-17 05:00:00,80.82,completed,card,web,2026-02-16
57004,28166,2025-11-26 01:00:00,354.27,completed,upi,web,2026-02-16
4000,48140,2025-06-27 00:00:00,290.83,completed,card,web,2026-02-16
21020,18029,2025-03-25 08:00:00,208.39,pending,bank_transfer,web,2026-02-16
17384,8382,2025-01-30 17:00:00,107.36,completed,card,web,2026-02-16
56076,8115,2025-02-15 21:00:00,116.58,cancelled,card,web,2026-02-16
76260,14202,2025-08-19 14:00:00,,completed,card,crm,2026-02-16
83387,34512,2025-02-04 11:00:00,85.52,pending,card,web,2026-02-16
50214,15044,2026-01-26 00:00:00,151.15,completed,wallet,web,2026-02-16
84893,33710,2025-11-24 10:00:00,35.93,completed,card,web,2026-02-16
32580,23599,2025-09-30 10:00:00,182.18,cancelled,card,web,2026-02-16
79685,47167,2025-06-11 20:00:00,123.37,completed,card,web,2026-02-16
17815,47789,2025-06-10 10:00:00,100.7,completed,bank_transfer,crm,2026-02-16
51649,4040,2025-04-23 22:00:00,59.73,completed,card,crm,2026-02-16
51308,3846,2025-07-24 10:00:00,176.17,unknown,upi,web,2026-02-16
90387,48239,2025-10-11 12:00:00,84.46,completed,upi,crm,2026-02-16
40966,13457,2025-10-03 12:00:00,173.28,pending,card,crm,2026-02-16
46192,42058,2025-05-28 17:00:00,259.73,pending,upi,crm,2026-02-16
24419,21100,2025-07-08 14:00:00,229.38,completed,card,crm,2026-02-16
31840,28188,2025-09-16 06:00:00,105.79,pending,upi,partner_portal,2026-02-16
43406,46592,2026-02-07 17:00:00,58.43,completed,upi,web,2026-02-16
42759,32219,2025-03-28 10:00:00,306.26,pending,card,partner_portal,2026-02-16
105798,13426,2025-05-20 17:00:00,116.32,pending,bank_transfer,partner_portal,2026-02-16
79715,43925,2025-04-21 14:00:00,352.53,completed,card,web,2026-02-16
73977,8185,2025-05-29 23:00:00,65.55,pending,card,web,2026-02-16
17796,34039,2026-02-01 20:00:00,134.37,completed,upi,web,2026-02-16
86728,1315,2025-03-05 11:00:00,39.66,pending,bank_transfer,partner_portal,2026-02-16
38116,40693,2025-10-25 14:00:00,58.48,unknown,card,web,2026-02-16
12943,18022,2026-02-05 01:00:00,80.77,cancelled,upi,web,2026-02-16
117971,28139,2025-05-13 15:00:00,188.79,completed,bank_transfer,web,2026-02-16
74806,40295,2025-12-15 16:00:00,38.55,completed,upi,partner_portal,2026-02-16
16444,46684,2026-01-25 13:00:00,168.7,completed,card,web,2026-02-16
96995,26967,2025-01-27 13:00:00,51.69,pending,upi,web,2026-02-16
29541,47875,2025-06-26 09:00:00,99.6,completed,card,web,2026-02-16
43348,38730,2025-05-05 18:00:00,124.22,pending,card,web,2026-02-16
44338,37151,2025-05-09 22:00:00,104.15,completed,upi,crm,2026-02-16
7973,19604,2025-02-07 17:00:00,203.3,completed,card,crm,2026-02-16
1010,9734,2025-03-05 03:00:00,78.7,completed,card,web,2026-02-16
2198,41575,2025-05-27 20:00:00,136.03,completed,bank_transfer,crm,2026-02-16
54654,35196,2025-05-25 07:00:00,65.05,pending,bank_transfer,web,2026-02-16
83361,35240,2025-10-06 04:00:00,55.08,completed,wallet,partner_portal,2026-02-16
20862,14540,2025-05-05 11:00:00,147.76,pending,card,crm,2026-02-16
72099,44316,2025-04-18 00:00:00,280.99,cancelled,wallet,crm,2026-02-16
27347,45649,2025-03-18 18:00:00,104.44,completed,card,web,2026-02-16
38255,31776,2026-01-16 14:00:00,103.63,completed,wallet,crm,2026-02-16
64126,18317,2025-06-04 04:00:00,352.4,cancelled,upi,partner_portal,2026-02-16
26073,30935,2025-03-25 16:00:00,248.35,completed,upi,web,2026-02-16
27406,38302,2025-02-14 23:00:00,140.85,completed,card,crm,2026-02-16
5519,6458,2025-02-01 05:00:00,132.35,completed,bank_transfer,partner_portal,2026-02-16
19286,47220,2025-12-18 11:00:00,30.88,completed,bank_transfer,crm,2026-02-16
101204,9631,2025-03-27 10:00:00,139.53,completed,card,web,2026-02-16
92430,7331,2026-01-27 11:00:00,143.45,completed,bank_transfer,web,2026-02-16
107827,38467,2025-06-22 23:00:00,158.31,completed,bank_transfer,web,2026-02-16
53996,35975,2025-11-12 03:00:00,217.03,cancelled,card,web,2026-02-16
78394,4518,2025-09-22 15:00:00,,pending,upi,crm,2026-02-16
117830,12015,2025-09-15 04:00:00,98.46,cancelled,card,crm,2026-02-16
78003,21292,2025-09-15 19:00:00,36.65,completed,card,web,2026-02-16
119378,18913,2025-01-09 16:00:00,119.03,completed,card,web,2026-02-16
111713,21412,2025-12-06 15:00:00,100.82,completed,wallet,web,2026-02-16
42468,32306,2025-09-16 21:00:00,83.32,completed,bank_transfer,web,2026-02-16
67150,15994,2026-01-17 19:00:00,,completed,card,web,2026-02-16
54949,31358,2025-05-15 08:00:00,21.43,completed,bank_transfer,crm,2026-02-16
100123,37295,2025-11-19 20:00:00,67.17,completed,card,web,2026-02-16
5667,36531,2025-07-06 05:00:00,48.68,completed,upi,partner_portal,2026-02-16
12008,38783,2025-08-13 07:00:00,210.17,completed,bank_transfer,web,2026-02-16
118393,37960,2025-01-08 02:00:00,170.05,completed,wallet,web,2026-02-16
65036,21510,2025-03-20 16:00:00,62.75,completed,upi,crm,2026-02-16
102471,43450,2025-05-19 11:00:00,373.62,completed,card,web,2026-02-16
86692,24041,2025-07-19 14:00:00,47.25,completed,card,crm,2026-02-16
49199,44933,2025-06-26 04:00:00,93.17,completed,upi,web,2026-02-16
24154,28678,2025-06-19 14:00:00,160.26,completed,wallet,web,2026-02-16
61062,45411,2026-01-17 02:00:00,56.96,completed,wallet,web,2026-02-16
79381,41249,2025-12-21 07:00:00,77.71,pending,card,crm,2026-02-16
93060,42922,2025-09-27 02:00:00,53.98,cancelled,upi,web,2026-02-16
1796,24084,2025-08-13 18:00:00,156.25,completed,bank_transfer,web,2026-02-16
77275,25408,2025-12-10 13:00:00,54.29,completed,card,web,2026-02-16
89557,49215,2025-06-12 09:00:00,121.7,completed,bank_transfer,web,2026-02-16
21253,35915,2025-03-21 19:00:00,146.46,completed,upi,crm,2026-02-16
59051,11929,2026-02-05 18:00:00,132.8,cancelled,card,web,2026-02-16
114313,36637,2025-03-03 18:00:00,33.34,pending,upi,partner_portal,2026-02-16
46686,14480,2025-05-14 00:00:00,52.97,cancelled,upi,web,2026-02-16
55205,12064,2025-11-30 14:00:00,181.6,completed,upi,web,2026-02-16
16365,42042,2026-01-01 11:00:00,42.59,completed,upi,web,2026-02-16
24130,15648,2025-10-08 01:00:00,207.3,cancelled,wallet,web,2026-02-16
52554,46461,2025-11-05 14:00:00,93.17,pending,upi,partner_portal,2026-02-16
112273,29334,2025-05-13 23:00:00,126.89,completed,card,web,2026-02-16
33684,5672,2025-07-07 10:00:00,39.5,completed,upi,partner_portal,2026-02-16
2219,34615,2025-12-09 04:00:00,68.87,completed,card,web,2026-02-16
115919,10652,2025-08-21 03:00:00,210.85,cancelled,wallet,crm,2026-02-16
21371,8675,2025-05-01 14:00:00,110.89,completed,wallet,web,2026-02-16
49306,48267,2025-01-20 07:00:00,69.38,pending,card,web,2026-02-16
79945,42092,2025-06-21 22:00:00,126.35,pending,upi,web,2026-02-16
15396,21160,2026-01-22 12:00:00,107.44,cancelled,upi,crm,2026-02-16
61782,25319,2025-02-20 22:00:00,186.09,completed,card,web,2026-02-16
54015,19630,2025-03-27 19:00:00,77.25,completed,card,partner_portal,2026-02-16
42196,4586,2025-05-23 10:00:00,92.33,cancelled,card,web,2026-02-16
84289,39805,2025-09-05 15:00:00,201.97,completed,upi,crm,2026-02-16
46827,49377,2025-06-07 13:00:00,92.99,completed,card,web,2026-02-16
83597,40406,2025-03-26 19:00:00,69.48,completed,upi,web,2026-02-16
104302,6930,2025-08-28 08:00:00,85.19,completed,card,web,2026-02-16
37844,29274,2025-09-21 09:00:00,184.78,completed,card,crm,2026-02-16
70082,1638,2025-12-18 11:00:00,104.98,cancelled,bank_transfer,crm,2026-02-16
13340,40039,2025-12-02 00:00:00,323.27,completed,card,web,2026-02-16
90200,12990,2026-01-17 15:00:00,72.52,completed,upi,web,2026-02-16
111373,40575,2025-05-26 02:00:00,18.65,pending,bank_transfer,web,2026-02-16
59776,36980,2026-01-21 13:00:00,212.04,completed,card,web,2026-02-16
62726,42231,2025-07-05 08:00:00,31.98,completed,card,crm,2026-02-16
4172,8061,2025-09-09 03:00:00,164.19,completed,bank_transfer,web,2026-02-16
41855,8106,2025-08-27 18:00:00,131.37,completed,wallet,web,2026-02-16
88415,45742,2025-11-25 03:00:00,84.0,cancelled,upi,crm,2026-02-16
38274,34203,2025-03-06 09:00:00,409.24,completed,card,web,2026-02-16
671,24663,2025-04-19 09:00:00,209.59,completed,wallet,crm,2026-02-16
41533,41758,2025-07-01 23:00:00,147.04,cancelled,card,web,2026-02-16
35642,7673,2025-07-06 18:00:00,83.99,completed,upi,web,2026-02-16
19295,43808,2025-11-06 06:00:00,307.88,completed,upi,web,2026-02-16
22804,25723,2025-10-26 11:00:00,175.3,cancelled,card,crm,2026-02-16
25854,24649,2025-04-16 10:00:00,76.95,completed,card,crm,2026-02-16
101914,24887,2025-03-13 17:00:00,160.69,completed,card,web,2026-02-16
63262,23283,2025-06-27 20:00:00,277.92,completed,upi,web,2026-02-16
13628,41716,2025-09-24 13:00:00,101.3,completed,wallet,web,2026-02-16
80551,30204,2025-01-11 09:00:00,103.69,cancelled,wallet,web,2026-02-16
82176,10555,2025-09-13 01:00:00,158.01,pending,card,crm,2026-02-16
58490,21948,2025-02-06 17:00:00,56.28,completed,upi,web,2026-02-16
21601,49896,2025-09-11 18:00:00,93.92,completed,wallet,web,2026-02-16
85152,27171,2025-02-14 06:00:00,122.34,cancelled,card,web,2026-02-16
104581,29776,2025-11-07 08:00:00,173.99,pending,wallet,web,2026-02-16
60250,47514,2025-06-24 09:00:00,269.25,completed,bank_transfer,web,2026-02-16
55056,34861,2025-08-29 14:00:00,97.42,completed,wallet,crm,2026-02-16
2262,17568,2026-01-06 07:00:00,57.01,pending,bank_transfer,partner_portal,2026-02-16
92603,30609,2025-11-25 00:00:00,,completed,upi,web,2026-02-16
18691,34548,2025-03-15 14:00:00,241.93,completed,bank_transfer,web,2026-02-16
93377,40151,2025-07-28 10:00:00,258.38,completed,wallet,web,2026-02-16
53554,7454,2025-07-17 20:00:00,77.84,completed,upi,crm,2026-02-16
93009,48729,2025-12-11 15:00:00,117.54,completed,card,crm,2026-02-16
55655,23031,2025-04-25 08:00:00,107.04,cancelled,card,web,2026-02-16
74916,1966,2025-02-28 05:00:00,113.18,completed,card,crm,2026-02-16
56425,10327,2026-01-12 06:00:00,71.48,completed,upi,web,2026-02-16
109708,28120,2025-02-28 02:00:00,50.89,pending,wallet,crm,2026-02-16
118656,26268,2025-11-17 09:00:00,98.8,pending,card,crm,2026-02-16
42158,38330,2025-08-10 04:00:00,254.16,completed,card,web,2026-02-16
26402,48881,2025-04-29 00:00:00,226.02,completed,card,crm,2026-02-16
75274,31288,2025-03-14 18:00:00,296.78,completed,card,partner_portal,2026-02-16
36418,36145,2025-03-22 16:00:00,132.76,completed,card,web,2026-02-16
82639,7184,2025-09-20 18:00:00,165.62,completed,upi,web,2026-02-16
32457,28490,2025-10-12 22:00:00,150.65,completed,card,crm,2026-02-16
100256,33835,2025-10-20 05:00:00,225.92,completed,upi,web,2026-02-16
77682,48549,2025-11-23 21:00:00,137.82,cancelled,upi,web,2026-02-16
423,2426,2025-07-08 23:00:00,,cancelled,wallet,web,2026-02-16
91144,23151,2025-07-14 09:00:00,45.87,completed,upi,crm,2026-02-16
26279,8862,2025-09-02 14:00:00,196.67,completed,upi,partner_portal,2026-02-16
68771,37052,2025-12-06 23:00:00,204.01,completed,card,web,2026-02-16
113419,16077,2025-12-28 02:00:00,113.23,completed,wallet,web,2026-02-16
63617,10082,2026-02-09 17:00:00,90.3,completed,card,crm,2026-02-16
118667,48292,2025-09-06 23:00:00,114.51,completed,upi,web,2026-02-16
11230,16051,2025-01-11 22:00:00,103.42,completed,upi,web,2026-02-16
68977,17478,2025-11-10 08:00:00,86.33,unknown,upi,crm,2026-02-16
68617,10455,2025-07-16 10:00:00,81.95,pending,upi,web,2026-02-16
66612,48165,2026-02-11 01:00:00,16.34,completed,card,web,2026-02-16
25226,44494,2025-04-06 01:00:00,175.3,pending,card,web,2026-02-16
109593,23246,2025-04-06 07:00:00,95.25,completed,bank_transfer,partner_portal,2026-02-16
117814,3236,2025-02-13 17:00:00,136.58,pending,card,web,2026-02-16
28018,23211,2025-04-08 11:00:00,232.92,completed,card,web,2026-02-16
40382,46323,2025-05-29 17:00:00,62.79,completed,card,partner_portal,2026-02-16
119453,40344,2026-01-28 01:00:00,216.39,pending,upi,web,2026-02-16
102277,8718,2025-08-14 00:00:00,232.31,completed,upi,partner_portal,2026-02-16
103731,48715,2025-05-30 07:00:00,119.9,completed,upi,partner_portal,2026-02-16
48641,4650,2025-01-31 00:00:00,340.96,completed,card,web,2026-02-16
55998,40325,2025-07-22 12:00:00,31.61,completed,upi,web,2026-02-16
24375,37770,2025-08-12 20:00:00,112.44,completed,card,web,2026-02-16
44514,39300,2025-06-09 10:00:00,148.31,completed,card,web,2026-02-16
108358,13686,2025-09-17 14:00:00,111.04,completed,bank_transfer,web,2026-02-16
80486,3917,2025-04-01 12:00:00,118.57,completed,card,crm,2026-02-16
81099,8585,2025-11-27 23:00:00,60.48,completed,upi,web,2026-02-16
87460,24950,2025-01-06 11:00:00,195.87,pending,card,partner_portal,2026-02-16
99008,46389,2025-12-20 15:00:00,143.33,cancelled,upi,crm,2026-02-16
4605,11627,2025-07-30 03:00:00,225.97,completed,card,web,2026-02-16
23112,26543,2025-03-14 17:00:00,59.11,cancelled,card,web,2026-02-16
65766,23433,2025-05-26 02:00:00,113.61,pending,upi,web,2026-02-16
84579,47955,2025-10-25 07:00:00,606.07,pending,upi,web,2026-02-16
119212,7570,2025-08-11 03:00:00,101.38,completed,card,web,2026-02-16
54108,19594,2025-07-08 15:00:00,142.41,completed,card,partner_portal,2026-02-16
8964,14103,2025-03-05 08:00:00,102.57,completed,card,crm,2026-02-16
77438,4950,2025-02-21 15:00:00,210.59,completed,bank_transfer,crm,2026-02-16
14793,38160,2025-09-19 08:00:00,134.47,completed,card,web,2026-02-16
83574,15013,2025-06-26 07:00:00,143.73,cancelled,card,web,2026-02-16
75474,40761,2025-06-06 10:00:00,134.28,completed,wallet,crm,2026-02-16
33996,45826,2025-12-13 12:00:00,175.12,completed,bank_transfer,crm,2026-02-16
28485,43954,2025-12-08 08:00:00,164.44,completed,card,web,2026-02-16
35838,17720,2025-12-26 11:00:00,55.24,completed,bank_transfer,crm,2026-02-16
107248,15429,2025-03-21 05:00:00,224.7,completed,card,web,2026-02-16
129,14974,2025-10-11 19:00:00,424.8,completed,card,partner_portal,2026-02-16
17381,4897,2025-08-31 23:00:00,40.34,completed,bank_transfer,web,2026-02-16
7671,10181,2025-03-31 19:00:00,63.23,completed,upi,web,2026-02-16
10229,13731,2025-01-20 14:00:00,207.75,completed,card,crm,2026-02-16
50011,40099,2025-09-28 15:00:00,164.75,pending,upi,web,2026-02-16
17814,12601,2025-02-05 19:00:00,71.94,completed,wallet,crm,2026-02-16
28021,45502,2025-03-21 04:00:00,48.19,completed,card,web,2026-02-16
49439,48147,2025-01-19 11:00:00,73.66,completed,card,web,2026-02-16
25013,2099,2025-09-04 15:00:00,186.89,completed,card,web,2026-02-16
83627,28549,2025-01-13 00:00:00,292.86,completed,upi,partner_portal,2026-02-16
110166,1370,2025-09-05 20:00:00,205.95,completed,card,crm,2026-02-16
56771,31190,2025-06-25 07:00:00,68.22,completed,card,web,2026-02-16
111175,5822,2025-02-01 19:00:00,477.17,completed,wallet,crm,2026-02-16
116067,19935,2026-02-09 18:00:00,128.22,completed,upi,web,2026-02-16
52678,42098,2025-12-07 03:00:00,15.03,completed,card,crm,2026-02-16
72120,42766,2026-01-23 18:00:00,152.56,completed,bank_transfer,crm,2026-02-16
71393,43590,2025-08-09 01:00:00,116.87,completed,card,web,2026-02-16
44478,39504,2025-11-04 06:00:00,149.6,completed,upi,web,2026-02-16
93074,1430,2025-06-16 08:00:00,111.58,completed,bank_transfer,crm,2026-02-16
14238,26163,2025-05-01 10:00:00,197.06,completed,bank_transfer,crm,2026-02-16
72285,37328,2025-08-11 14:00:00,291.86,completed,upi,crm,2026-02-16
42873,27879,2025-07-15 11:00:00,201.34,completed,card,partner_portal,2026-02-16
59180,29732,2025-04-01 18:00:00,222.67,completed,upi,web,2026-02-16
13130,48207,2025-12-24 18:00:00,110.98,completed,bank_transfer,web,2026-02-16
110476,8602,2025-03-25 16:00:00,225.04,completed,card,crm,2026-02-16
24602,41025,2025-08-09 21:00:00,85.44,completed,card,partner_portal,2026-02-16
109980,43295,2025-11-19 03:00:00,180.91,completed,card,partner_portal,2026-02-16
50586,34228,2025-07-20 07:00:00,117.24,completed,card,crm,2026-02-16
17756,13010,2025-03-17 01:00:00,256.76,completed,card,crm,2026-02-16
86239,1909,2026-02-08 09:00:00,205.32,completed,wallet,crm,2026-02-16
59845,37773,2025-10-09 03:00:00,117.65,completed,bank_transfer,web,2026-02-16
100401,21855,2025-07-07 08:00:00,116.5,completed,card,partner_portal,2026-02-16
33449,39506,2025-05-04 11:00:00,44.29,completed,upi,crm,2026-02-16
95135,21771,2025-12-20 19:00:00,233.13,pending,bank_transfer,crm,2026-02-16
55840,32564,2025-10-11 07:00:00,217.91,completed,bank_transfer,web,2026-02-16
32121,42907,2026-01-29 23:00:00,132.18,unknown,bank_transfer,crm,2026-02-16
103164,17168,2025-11-11 11:00:00,223.75,pending,wallet,web,2026-02-16
31802,45641,2025-12-05 07:00:00,262.13,completed,bank_transfer,crm,2026-02-16
56627,20992,2025-05-14 07:00:00,110.81,completed,card,web,2026-02-16
95580,8122,2026-02-10 20:00:00,132.9,completed,bank_transfer,partner_portal,2026-02-16
78990,3074,2025-01-15 16:00:00,23.64,cancelled,bank_transfer,crm,2026-02-16
27700,30547,2025-07-07 20:00:00,150.19,completed,upi,web,2026-02-16
5137,34258,2025-11-19 15:00:00,54.81,completed,wallet,web,2026-02-16
114690,27072,2025-01-23 12:00:00,207.78,pending,card,partner_portal,2026-02-16
92836,27827,2025-05-20 11:00:00,118.2,completed,upi,web,2026-02-16
6484,49854,2025-07-12 15:00:00,152.89,completed,bank_transfer,web,2026-02-16
69078,29765,2025-11-11 11:00:00,55.1,completed,wallet,partner_portal,2026-02-16
56989,28850,2025-07-04 10:00:00,290.39,completed,upi,partner_portal,2026-02-16
101550,17763,2026-01-03 00:00:00,56.61,pending,bank_transfer,web,2026-02-16
58464,40090,2025-12-13 07:00:00,172.71,completed,card,web,2026-02-16
115989,42247,2025-07-25 06:00:00,49.34,completed,card,web,2026-02-16
47985,34562,2025-02-24 09:00:00,24.74,pending,card,partner_portal,2026-02-16
56254,2406,2025-11-10 22:00:00,214.3,completed,card,web,2026-02-16
45346,34581,2025-06-15 12:00:00,109.69,completed,upi,partner_portal,2026-02-16
70273,47379,2025-10-24 06:00:00,216.12,completed,upi,web,2026-02-16
32836,39615,2026-01-13 23:00:00,290.91,completed,upi,partner_portal,2026-02-16
74278,29984,2025-12-05 10:00:00,87.96,completed,card,web,2026-02-16
98435,21473,2025-07-19 13:00:00,276.64,completed,card,partner_portal,2026-02-16
91477,47521,2025-01-29 17:00:00,147.23,completed,card,web,2026-02-16
3041,35249,2025-11-07 00:00:00,145.9,completed,wallet,web,2026-02-16
65544,1202,2026-01-12 04:00:00,178.75,completed,upi,web,2026-02-16
82497,4173,2026-01-02 04:00:00,105.84,completed,upi,crm,2026-02-16
38376,4616,2025-06-30 06:00:00,76.55,pending,card,web,2026-02-16
21967,2099,2025-06-04 05:00:00,109.49,completed,wallet,crm,2026-02-16
3611,36321,2025-01-15 14:00:00,375.76,completed,card,crm,2026-02-16
92008,23679,2025-01-09 19:00:00,196.02,completed,card,web,2026-02-16
80495,34929,2025-01-06 21:00:00,69.44,completed,card,partner_portal,2026-02-16
41522,10799,2025-08-29 18:00:00,268.12,completed,card,web,2026-02-16
29208,41340,2025-02-28 23:00:00,431.88,pending,card,web,2026-02-16
85645,37806,2025-01-07 09:00:00,515.37,pending,upi,web,2026-02-16
77737,37924,2025-10-26 15:00:00,45.92,completed,card,web,2026-02-16
115807,30780,2025-04-10 11:00:00,65.48,cancelled,wallet,web,2026-02-16
92373,33427,2025-04-04 09:00:00,71.89,pending,card,partner_portal,2026-02-16
17189,39923,2025-01-02 08:00:00,55.33,cancelled,card,web,2026-02-16
87563,21784,2025-04-29 16:00:00,171.64,completed,card,crm,2026-02-16
99324,39005,2025-09-29 00:00:00,57.57,cancelled,card,web,2026-02-16
58448,36912,2025-03-04 18:00:00,280.27,pending,bank_transfer,web,2026-02-16
37409,17441,2026-01-04 03:00:00,87.16,cancelled,card,web,2026-02-16
87344,27217,2025-09-01 11:00:00,107.88,completed,card,crm,2026-02-16
13401,20063,2025-07-09 12:00:00,158.95,completed,upi,web,2026-02-16
47276,13455,2025-10-18 20:00:00,124.31,completed,card,web,2026-02-16
62442,9001,2025-09-27 10:00:00,197.04,pending,bank_transfer,web,2026-02-16
11294,15189,2025-08-16 13:00:00,306.91,completed,card,web,2026-02-16
66004,41467,2025-01-08 14:00:00,95.14,completed,card,web,2026-02-16
22436,10125,2025-12-19 08:00:00,144.53,completed,wallet,web,2026-02-16
107714,6986,2025-06-06 07:00:00,48.12,completed,upi,crm,2026-02-16
93917,44234,2025-07-30 19:00:00,163.75,completed,bank_transfer,partner_portal,2026-02-16
113998,37188,2025-08-18 10:00:00,28.73,pending,card,web,2026-02-16
107388,40607,2025-11-21 23:00:00,219.33,completed,card,web,2026-02-16
43922,31464,2025-07-06 18:00:00,188.82,pending,card,crm,2026-02-16
113352,18501,2025-10-02 15:00:00,70.53,completed,upi,web,2026-02-16
13514,40920,2026-01-19 08:00:00,154.32,completed,card,web,2026-02-16
108379,44804,2025-06-20 07:00:00,289.12,completed,card,crm,2026-02-16
52247,36015,2026-01-25 09:00:00,241.83,pending,upi,web,2026-02-16
85465,36008,2025-08-12 17:00:00,196.52,completed,card,partner_portal,2026-02-16
116878,21805,2025-03-01 23:00:00,193.65,completed,wallet,web,2026-02-16
33900,29157,2025-04-17 15:00:00,27.5,unknown,card,web,2026-02-16
101739,26866,2025-05-08 22:00:00,209.77,pending,card,web,2026-02-16
10437,23084,2025-03-02 13:00:00,132.5,pending,card,crm,2026-02-16
110016,28124,2025-02-26 01:00:00,126.58,completed,card,web,2026-02-16
86709,6615,2026-01-09 17:00:00,294.22,completed,card,crm,2026-02-16
37219,48469,2025-08-15 05:00:00,220.29,completed,card,web,2026-02-16
42095,21586,2025-03-05 08:00:00,41.06,completed,bank_transfer,web,2026-02-16
76653,35166,2025-08-27 03:00:00,134.88,completed,card,crm,2026-02-16
5588,26112,2025-08-01 20:00:00,32.89,completed,card,web,2026-02-16
12961,25435,2025-03-20 08:00:00,174.96,completed,upi,crm,2026-02-16
97634,15363,2025-07-31 13:00:00,66.33,completed,upi,web,2026-02-16
30410,41901,2025-12-09 01:00:00,293.31,completed,bank_transfer,crm,2026-02-16
51774,33998,2025-06-24 12:00:00,246.75,completed,card,web,2026-02-16
42029,27623,2025-09-28 21:00:00,78.46,completed,card,crm,2026-02-16
66477,11993,2025-06-21 04:00:00,255.93,completed,card,crm,2026-02-16
90366,41063,2025-04-13 20:00:00,61.05,cancelled,wallet,web,2026-02-16
92782,21342,2025-02-19 16:00:00,114.27,completed,card,crm,2026-02-16
117995,41865,2026-01-19 18:00:00,82.66,completed,upi,crm,2026-02-16
87607,43562,2025-05-15 10:00:00,60.95,pending,card,web,2026-02-16
95519,41083,2025-03-07 04:00:00,96.27,completed,card,crm,2026-02-16
30232,5954,2026-01-25 13:00:00,332.47,pending,card,web,2026-02-16
39307,34522,2025-09-22 15:00:00,175.83,completed,bank_transfer,web,2026-02-16
96351,4356,2025-09-14 02:00:00,,pending,upi,crm,2026-02-16
16197,33102,2025-11-19 20:00:00,130.75,pending,upi,web,2026-02-16
70102,39979,2025-09-20 02:00:00,271.47,completed,card,web,2026-02-16
74813,37306,2025-05-03 01:00:00,101.44,completed,card,web,2026-02-16
56233,35332,2025-09-26 01:00:00,39.58,cancelled,upi,web,2026-02-16
75662,39457,2025-07-19 21:00:00,173.88,completed,card,web,2026-02-16
28933,4113,2025-08-26 17:00:00,114.73,completed,bank_transfer,crm,2026-02-16
71340,38571,2025-01-24 11:00:00,238.33,completed,bank_transfer,partner_portal,2026-02-16
